TIME,GEO,PRODUCTONSOM,UNIT,TAXURRENCY,Value,Flag and Footnotes
2016S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0692
2016S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2016S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2016S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2016S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1040
2016S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1372
2016S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1673
2016S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0852
2016S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1026
2016S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1251
2016S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0666
2016S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0832
2016S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1015
2016S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0593
2016S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0717
2016S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0874
2016S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0533
2016S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0632
2016S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0771
2016S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0517
2016S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0590
2016S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0720
2016S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2016S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2016S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2017S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0996
2017S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1298
2017S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1584
2017S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0812
2017S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0989
2017S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1207
2017S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0619
2017S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0784
2017S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0957
2017S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0552
2017S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0671
2017S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0818
2017S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0501
2017S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0585
2017S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0713
2017S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0500
2017S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0558
2017S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0681
2017S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2017S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2017S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2017S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0992
2017S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1292
2017S2,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1577
2017S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0806
2017S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0982
2017S2,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1198
2017S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0619
2017S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0784
2017S2,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0956
2017S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0555
2017S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0675
2017S2,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0823
2017S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0517
2017S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0604
2017S2,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0737
2017S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0524
2017S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0582
2017S2,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0710
2017S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2017S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2017S2,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
2018S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.1096
2018S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1418
2018S1,Slovenia,Electrical energy,Band IA : Consumption < 20 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1729
2018S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0881
2018S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.1056
2018S1,Slovenia,Electrical energy,Band IB : 20 MWh < Consumption < 500 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1289
2018S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0689
2018S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0860
2018S1,Slovenia,Electrical energy,Band IC : 500 MWh < Consumption < 2 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.1050
2018S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0598
2018S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0718
2018S1,Slovenia,Electrical energy,Band ID : 2 000 MWh < Consumption < 20 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0875
2018S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0528
2018S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0605
2018S1,Slovenia,Electrical energy,Band IE : 20 000 MWh < Consumption < 70 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0738
2018S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,0.0500
2018S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,0.0563
2018S1,Slovenia,Electrical energy,Band IF : 70 000 MWh < Consumption < 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,0.0687
2018S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding taxes and levies,Euro,:
2018S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,Excluding VAT and other recoverable taxes and levies,Euro,:
2018S1,Slovenia,Electrical energy,Band IG : Consumption > 150 000 MWh,Kilowatt-hour,All taxes and levies included,Euro,:
